Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Aruba,ABW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,4.03225805628627,1.07396640826828,3.64304545817705,3.12186849610722,3.99162804604575,5.83668775158165,5.55555555555579,3.87337536996479,5.2155599603571,6.31107971270439,3.36139107320898,3.22528797213979,2.99994809778412,1.8694885361554,2.28037198258753,4.04402131190512,2.88360430316263,3.31524678585423,3.65636507938418,2.52912946932762,3.39778677828805,3.60802438784541,5.39256784475516,8.95598705177784,-2.13542872046937,2.07814071860786,4.31629742195203,0.627471992893372,-2.37206524252261,0.421440918881214,0.474763597342641,-0.93119598707956,-1.02828178762012,3.6260414135296,4.25746204335427,,,,,,
Afghanistan,AFG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6862687216715,6.78459655001655,8.68057078513405,26.4186641547443,-6.81116108898995,2.17853752389418,11.8041858089129,6.44121280934117,7.38577178397855,4.67399603536344,-0.661709164713741,4.38389195513914,4.97595150553832,0.626149149168846,2.30237251516833,5.60188791482224,5.13320340824962,13.7121023720064,-4.64470870797774,-6.60118564073725,
Angola,AGO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7837837837837,299.509803921568,1378.52760736196,949.792531120331,2666.45059288537,4145.10598220637,219.176721172974,107.284821528298,248.195902412868,324.99687160132,152.561022469298,108.897436089429,98.2241436573304,43.5421067519686,22.9535138513939,13.3052101780031,12.2514974459486,12.4758291326397,13.7302839288408,14.4696564932576,13.4824679218511,10.2779049218839,8.77781429332623,7.2803873036112,9.35597215533783,30.6944150806719,29.8444799015679,19.628937970152,17.080954143438,22.2715392470509,25.754294884189,21.3552901320822,13.6441017767714,28.2404948915772,
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.005421253525,85.0047512387156,22.5650526933695,7.79321853789214,12.7254778087102,33.1802743753956,20.6428588670596,0.389437653561628,0.0500181363468103,3.10758827031435,7.7705258343155,0.484002611818502,2.28001916938098,2.36658195679795,2.37072831904284,2.93268248162317,3.32087090389274,2.26692209450826,3.62710091517479,3.42807130141501,2.03159268395296,1.93762080205223,1.62586504402613,1.89617402592356,1.27543168367423,1.98666133171194,2.02805963071134,1.41109078954242,1.6208866171702,2.04147163139544,6.72520271530059,4.75834555150038,2.21587375089991,
Andorra,AND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2504202448139,1.5618131744907,0.877983288285867,0.87734659568512,0.662268900269008,1.1011183637571,2.34626865671642,4.06996608361593,1.61748808904197,1.96682557818842,3.06863379251996,-1.93108114782172,-2.07940317940943,0.179935336174431,5.29122604376849,1.62670837213248,1.66336510224894,
Argentina,ARG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.27722371310032,53.5483043492339,42.01509473765087,48.40937862551991,72.43075753182404,133.4889355941749,219.883929014578,
Armenia,ARM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3373.75944336293,175.951325534583,18.681185640036,13.960764121791,8.67248632385157,0.648245760470385,-0.790883768934757,3.1459046468502,1.06004929341666,4.7215533660534,6.96126135875795,0.638928002410097,2.89235662459003,4.40736089644516,8.94995335353387,3.40676682683801,8.17636138473951,7.65000807859294,2.55802007757907,5.7896677854465,2.98130868933672,3.73169119261693,-1.40360755900899,0.969553268816137,2.52023382001637,1.44344660770698,1.21143577838464,7.1848362944337,8.64091108973854,1.98041877615553,0.269511978259125,
American Samoa,ASM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12128789571146,0.77177979690018,1.40279663573988,2.4076580129349,1.99353055152453,2.03007757853236,2.09875196709308,1.7877853741912,1.4160525940974,5.33380639820233,-0.550159995508913,3.37002540220147,3.4567496723461,3.37688044338874,1.05949782356169,1.08944157435355,0.968993458825638,-0.489437796230498,2.43248789041362,1.20715793367007,1.43135598182983,0.625989707046719,2.06299638545334,7.53107834634288,5.06713865364212,6.19886698842115,
Australia,AUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.7288215039735,2.28758040719309,-0.319488641462281,0.641025285901932,2.86622669884314,3.40558476676981,3.2934114693033,3.47825912694824,2.52100718278494,3.27868697620866,3.43915186655203,6.13810838730341,6.02410407984535,9.09090432931634,15.4166772694776,15.1624202011615,13.3229029796495,12.3098267517375,8.00490439376775,9.12202056872265,10.1358489396034,9.48766136649872,11.3518321308515,10.0389003957519,3.96040844503847,6.73468599874501,9.05035323321654,8.53300355802082,7.2159571679871,7.53389852824955,7.33302368375269,3.17666872277308,1.01222824105977,1.75365751770527,1.96963507094102,4.62776445368168,2.61537902431631,0.224895027032537,0.860129922016289,1.48313946657267,4.45743705920869,4.40712998561533,2.98157117047457,2.73259754838937,2.34325687131265,2.69182949622197,3.55528696972984,2.32761442623159,4.35029726664093,1.77112025681656,2.9183370211222,3.30384784681081,1.76278299052228,2.44988248109259,2.48792932080492,1.50836803138463,1.27699365720306,1.94864309065653,1.91140002818579,1.610770929127,0.846900734607273,2.86391284709318,6.59409658717841,5.59701792296707,3.16656665428797,
Austria,AUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.94574935198645,3.54223986727562,4.38179863851182,2.70876699499822,3.86856354936629,4.93091637676273,2.05482059257981,3.97467292898837,2.76486447339763,3.08040419539536,4.37282441582134,4.70425813828695,6.35514612686787,7.53107803827119,9.52178819742244,8.44525863917963,7.31868545106923,5.49461568127671,3.57431857551213,3.70740096353414,6.32832536226103,6.80304177599254,5.43603082512851,3.33916453409535,5.66318573909344,3.18951681805194,1.70544456731966,1.40195271783983,1.91571684671249,2.56834829029371,3.26187231878573,3.33742703474791,4.02084780038554,3.6317852494318,2.9534093676108,2.24336631500898,1.86097115760436,1.30597857227691,0.922467196680849,0.56899376588553,2.3448628535728,2.65000077279529,1.81035787764128,1.35555370896445,2.06120618032869,2.29913785639285,1.44154851119016,2.16855528800756,3.21595033239879,0.506308827696504,1.81353438995061,3.2865791487538,2.48567562177014,2.00015616900597,1.60581182954473,0.896563335260319,0.891591752655362,2.08126911385586,1.99837981429548,1.53089564152643,1.38191063351853,2.7666666666667,8.54686993188457,7.81413417002831,2.93791574279375,
Azerbaijan,AZE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.63009715762,1128.00002429404,1662.21594875899,411.759641777267,19.7948028061898,3.67434809684729,-0.772697886033166,-8.52517000536063,1.80500303704356,1.54719590152279,2.7711647199827,2.23386492967049,6.70893042797784,9.67950731917056,8.32892482863209,16.6997549618244,20.8490871772712,1.45704835970321,5.72687224669605,7.8583333333334,1.06621339720302,2.41571745279419,1.37344181533176,4.02768573742725,12.4433748584372,12.9359184187334,2.26854690373999,2.61057182799215,2.75980947008127,6.65029912708778,13.8522590144267,8.7854304984908,2.21217188919901,
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,4.43686006769088,-1.08932461874253,6.05726872222518,4.02388369733122,-0.199650611430225,3.85096274044454,3.82855766917333,6.00649350675306,15.7223072990937,15.7098745988232,6.85655157364538,6.83451404136488,23.8956206469302,36.5407569980925,2.49851950030166,12.1673943487938,5.86809635722661,8.15123135622631,14.3168697883258,3.80428683649424,1.67567567567546,7.11323763955336,4.48679769704176,11.6615998479958,7.00216956651121,8.9969387349433,1.82333333333307,9.67934658067928,14.8528149833969,19.2632536382537,26.4367816091951,31.1115898319694,12.5004107653378,3.38542427340454,24.4320242102151,9.29618771341888,-1.36568005328059,10.6474645658305,8.17642937482053,13.2520699188223,2.7454200021424,8.41206285772543,24.4069510353913,10.5554355299529,6.49326591473993,9.5921660597967,18.161045306545,7.93795807492417,4.40535234185293,5.54468891259779,5.55768961400965,16.0525353030391,-2.81469807668465,-0.686772170797358,7.3211064341552,8.4045384507634,18.8008786664944,26.9414835762453,20.2124925027847,
