Country Name,Country Code,Benua,Income Group,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Cayman Islands,CYM,Amerika Utara,High income,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87085.09458661405,89888.26112648527,89655.11855745212,81373.5721242232,76837.67100644424,75280.96176999864,75101.59068832321,75113.73422828132,75845.30555725773,76379.20987779871,77802.25356580228,80053.94426570315,83865.55403933558,88254.29024868665,82338.79774390228,86449.67490373024,93030.70514478032,99143.5180243123,,
Cyprus,CYP,Asia,High income,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,976.329895019531,1157.41162109375,1476.24755859375,1929.39929199219,2559.22900390625,4232.02294921875,4033.24047851563,4122.78466796875,4091.04858398438,4258.74365234375,4488.287109375,5642.63134765625,6690.578125,7645.6298828125,8038.9140625,9641.5751953125,9696.099609375,11310.072265625,10526.1416015625,11617.6923828125,15261.4169921875,15139.220703125,14234.2412109375,15092.828125,15287.91796875,14388.3525390625,14821.44921875,16093.2158203125,20252.24609375,23792.619140625,24959.26171875,26729.28125,31244.87890625,35397.296875,32236.44921875,31105.02734375,32485.798828125,28991.935546875,27764.73046875,26993.103515625,23088.44140625,24280.056640625,26247.44921875,29120.375,29227.173828125,28130.341796875,32937.83984375,33231.04296875,36623.69140625,38674.29296875,
Czechia,CZE,Eropa,High income,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3969.367335437936,2917.086554743226,3396.709724304689,3984.1463439878953,4663.28665345469,5865.294605567264,6573.1964313636245,6069.387623578372,6526.596357809509,6377.621107722404,6062.9215284279335,6669.0749484749695,8101.260185881106,9852.456779458013,11782.554667611654,13442.49162843091,15259.078816200416,18452.65328121963,22774.704507620518,19817.42158365543,20160.435507705894,22049.108078868237,20014.035401516467,20260.49549993748,20038.41631802569,17931.59876707676,18753.96867180957,20913.197632212043,23705.932981129885,24062.719001334302,23472.891545441667,27696.461952754424,28282.22367158567,31761.594410249065,31823.307829056383,
Germany,DEU,Eropa,High income,GDP per capita (current US$),NY.GDP.PCAP.CD,1162.1226683173466,1315.907878345036,1430.5209551626344,1502.1545290514607,1637.4552277367177,1774.1986904555008,1870.805402917744,1885.6159660787448,2025.0815946585285,2281.2759821822933,2771.2831051475423,3203.8288483605133,3823.940326026955,5065.245233022832,5659.737877733358,6259.207444983417,6659.16546576017,7711.102320253646,9516.782832289073,11322.354344381318,12182.780019680247,10246.476762318764,9950.059260253647,9900.48559233526,9347.290684123767,9464.116947108563,13511.152002748628,16738.613282552316,17996.978350761856,17829.46095247046,22385.677825027487,23443.33508185362,26559.85438796315,25616.65087724047,27201.959355520405,31747.244939844702,30599.78910483628,27046.95654642373,27395.94406080508,26965.49227737216,23925.855990199118,23878.36414716509,25486.59420087475,30711.102251133085,34566.73591437353,35084.43635462689,36980.33499489538,42350.92172114887,46379.16479534788,42471.88686252258,42396.96659762935,47630.97618835724,44718.01592140687,47206.83535142419,48959.59912031329,41929.75491107217,42948.938193269365,45553.93414953386,48916.16866121543,47656.19973974703,47394.87345044692,52349.24599944222,50506.51796385433,54776.76682354909,56103.73231825545,
Djibouti,DJI,Afrika,Lower middle income,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,846.785538068015,,821.6825703542817,816.8746140653286,781.9168386713004,780.4977193607252,732.7331015537817,763.659214503152,758.7338427335352,784.5562074083314,786.2018667484581,761.9436594766548,748.232840194914,735.3491078895291,740.2193097897299,737.6121836440517,742.1337911070628,743.0132704203476,764.634465224597,806.2616529449637,844.4483573908004,898.4646281367736,969.573220191902,1119.152333469688,1150.937585748896,1213.2335255342946,1306.3455284497677,1400.193578589536,2075.944984247476,2214.620841424321,2376.1255471987265,2510.430007624096,2618.95521147369,2718.0833879920333,2837.169023409324,2844.888106478533,3025.9112641354923,3133.2577977246297,3381.297797107218,3552.723350792218,
Dominica,DMA,Amerika Utara,Upper middle income,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,633.5517416706821,785.5758148005549,754.0914608052316,996.1913623323252,1124.9745308841573,1231.6692805781788,1363.4380084499614,1514.8921774833564,1665.532071852182,1892.8655647777289,2138.303851490988,2423.325743174627,2639.049548315296,2892.981596645405,3171.3657781540487,3376.260501395734,3536.156091857272,3805.20278759984,3951.722670863583,4210.995320345558,4372.197129668378,4664.242681429187,4817.181055020462,4867.398963237587,5527.515273004963,5488.027849693565,5447.440114962842,5778.833065465062,5695.224423946745,6055.78109574854,6459.035036896091,6971.326338392885,7487.490103951535,7549.619646803747,7705.407172483186,7528.510019901552,7822.217972113976,8131.748760967352,8282.598747021415,8802.561720413629,8224.648965714136,9215.308540564503,9491.149959623735,7827.748426804263,8376.404141411134,9323.66089490562,9912.962127666682,10405.278777758196,
Denmark,DNK,Eropa,High income,GDP per capita (current US$),NY.GDP.PCAP.CD,1389.0213943224974,1530.537790043894,1711.2181376602011,1807.2527917979344,2049.3972428148268,2284.2285048495564,2487.1362714443167,2700.746378833364,2776.135445258053,3151.1332431154337,3464.455182784084,3845.5990681007193,4653.955878891154,6116.891992291424,6763.865929186463,7988.156132635177,8773.339616277095,9769.578642839677,11817.625087517885,13757.234374083931,13822.157840591244,12000.210376919138,11740.219912827102,11796.569195578382,11516.682157843554,12212.787399729348,17136.629737622618,21295.67685660781,22524.579259547638,21882.151746384206,26885.699418819087,27002.80577058038,29579.4913648682,27581.72410974587,29967.83039031633,35321.09807730872,35621.98780517318,32779.87904529703,33346.48842989567,33426.238107740464,30722.02518375665,30768.47754711116,33257.16225865088,40519.09749059236,46625.05009801095,48925.80766987841,52119.17879842821,58631.656643363545,64616.665758366296,58412.7472358513,58104.54455949811,61809.73789822204,58443.77471039677,61377.59405904119,62520.45097470115,53094.01336075736,54500.92604102175,57521.55149922252,61324.76650455651,59404.266324772296,60985.48856015139,69340.73349221384,67781.0940939514,68043.54669712431,71026.4832271897,
Dominican Republic,DOM,Amerika Utara,Upper middle income,GDP per capita (current US$),NY.GDP.PCAP.CD,205.7315098570037,193.90898879502245,236.8147000404605,262.1863580031363,277.2971581634901,233.16057415102225,250.87669151805255,256.20659739416004,259.57443840056345,287.69930571061496,337.6681237199639,368.3496476972677,427.224846368664,490.3154952702998,595.3566778051429,713.1681691440239,762.7783470169508,862.9760492211092,868.3973717699686,983.7397064953512,1180.180892530455,1288.4656314023475,1376.2682046653351,1499.9557525578923,1843.5246078892803,784.4888096040077,931.6595301156848,868.0875578318071,783.9131421226353,954.9145044498852,989.1639412076594,1345.846736906233,1558.2978207107535,1722.4199599398096,1891.6705567900049,2109.169407286892,2270.865586872028,2448.8939353536302,2607.854573214045,2620.889681727205,2831.458836380334,2935.893673126681,3065.60329524196,2383.2617178039336,2451.691616165686,3878.312067352443,4055.142703473711,4649.645588758138,5023.585134035155,4973.951869999516,5478.624703989543,5826.510141091945,6013.819650026031,6136.594293293015,6496.451669711419,6800.953093954736,7160.442009823075,7412.715715715117,7882.982215849437,8183.016236003749,7135.222732558986,8527.075485820502,10104.244934908073,10630.431743829022,10875.661844309196,
Algeria,DZA,Afrika,Upper middle income,GDP per capita (current US$),NY.GDP.PCAP.CD,238.39247666644695,209.3706726553337,169.60286272132987,225.58466021099335,238.86380154501532,253.62205998577764,241.4489696165797,261.79244212400226,292.43603636856125,315.9146557342367,352.84576655792785,360.1110817078451,469.03099651051065,589.5181269352211,872.8892774391838,992.3020373784112,1080.3862067560906,1232.4941866432143,1505.9422212797674,1843.1192956598445,2275.779711588995,2307.33434430543,2274.8780099034934,2373.825119684734,2524.380714031431,2632.517111090753,2800.202708121873,2847.0776691987967,2450.872420789609,2247.460271249201,2445.183327402582,1759.1120164822912,1802.693008012888,1831.048009764494,1525.540617602877,1466.9480676041517,1616.8319872128511,1628.7610056150634,1603.366232008358,1596.118222390247,1772.928691227614,1896.3002087801287,1937.4641141301884,2283.7729934612557,2816.9938496055483,3233.1333963421216,3660.661047453223,4167.451699375306,5180.918815146864,4235.42990456612,4912.785855036717,5916.313643643432,6033.648846895432,5979.601389605846,6094.693923149557,4685.059027290017,4424.985290275557,4554.667539578281,4577.210291804906,4468.453418836562,3743.541952292898,4160.559267369248,4960.303343328876,5370.477235078005,5752.990766514655,
Ecuador,ECU,Amerika Selatan,Upper middle income,GDP per capita (current US$),NY.GDP.PCAP.CD,450.7763171022586,371.3951764622346,312.4354102417404,364.7435941413051,435.7634632208375,450.0497827195517,444.62311198064106,453.6452858955648,445.22798915714833,520.8439846364925,465.0403198050071,434.415880347799,487.9720472179857,578.9549307832859,953.8465582605164,1086.1761508651666,1241.9109846114054,1464.94058354719,1541.137604253222,1783.2928058157825,2189.7841765738244,2600.571527979964,2314.38354547989,1940.233932008013,1863.682134937787,1841.7790548142575,1604.246981020554,1426.016291516632,1303.7790607318434,1356.2804563622362,1455.0074851087052,1587.360499966719,1655.4461319263166,1697.8888414144517,1996.858947894442,2108.00698245316,2135.847937430799,2340.7660002685748,2284.0157284776915,1575.3023473097069,1382.2342175990902,1791.303596850374,2059.1585535974045,2315.622152230139,2586.2091466334664,2909.0260601438827,3243.6701035933856,3478.9248877067143,4194.757506619805,4053.36331139298,4520.30959039763,5153.691642437503,5634.083931910944,6109.290315103414,6405.799793004407,5976.159680565097,5917.63771271481,6233.322447977176,6303.918866583376,6205.057652467664,5463.645153485981,6061.323501817112,6515.585284183364,6737.847483796376,6874.705739765999,
"Egypt, Arab Rep.",EGY,Afrika,Lower middle income,GDP per capita (current US$),NY.GDP.PCAP.CD,156.3873974815189,162.84164418175425,142.40957673970547,143.92840252265648,157.71653650720594,161.5671235669189,168.05434294450083,174.10304453617584,179.7740966942651,192.9649088282573,232.27249234267052,242.97107026589123,256.48281564011484,272.18271008529456,243.0614739023137,299.2175183225376,334.6099184744691,353.40383367653305,354.67424626968665,420.8582168623298,493.05357327106094,490.3087968615984,595.9188981693779,648.0136297714338,689.8076755102054,769.7551371486661,790.2017936985646,753.7222637476153,633.8393694965658,701.0377179291912,735.9829350280247,622.8296050078668,680.7992386455101,740.3342173564175,807.3035372304874,916.3266177008762,1008.9763762944742,1146.201721176335,1212.8225982047727,1268.3094916049588,1366.0927437261348,1295.137418416295,1116.8288462621283,1031.2755629128364,991.2556891452524,1105.5392071390345,1298.9790020312446,1547.7417073590857,1896.2159426977896,2161.639645739265,2455.0819464528213,2590.6438489196503,2996.0677072015005,3025.525635524481,3133.391022655408,3306.981594141408,3270.628776819699,2395.1033329949128,2484.7031563050828,2962.9889202300265,3511.1138102637947,3827.354153743081,4233.307837448563,3456.7896845625296,3338.473713958945,
Eritrea,ERI,Afrika,Low income,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.24096296333653,252.0857770694724,277.8014236203341,285.4021840083308,325.83870537160465,318.9809608319835,341.9173640020804,311.33620925512486,314.3573967535008,325.40916151359266,304.77575646509234,348.95032707774243,426.8409478870323,412.7530791994235,447.9974047272008,480.4476236545604,490.0669560033334,642.9257228800705,539.6995120696864,688.6816595768397,,,,,,,,,,,,,,
Spain,ESP,Eropa,High income,GDP per capita (current US$),NY.GDP.PCAP.CD,407.9630278693298,463.19044087717,535.3910594544878,627.2784509642617,694.9520867978989,797.3770661709043,915.6292336786304,996.5718635252967,978.2923737680344,1109.136371355257,1211.4234332130934,1361.192519172062,1707.5880005265508,2245.9479911066023,2747.9603673799384,3207.544650820245,3276.9702326049446,3624.999402559621,4353.327374405202,5766.092966724847,6204.143215442246,5367.329762784106,5156.0230379294535,4475.301268312955,4486.781738633817,4696.298796207288,6508.850654756497,8233.728229930273,9696.192853853798,10674.341023010704,13795.015938512815,14801.322615217216,16100.679942803166,13330.37981922105,13405.704414882965,15460.911026665251,16100.621583111446,14722.37176335364,15382.33485733728,15707.94730681376,14743.267103145476,15368.233798443476,17111.068505894054,21522.01709902615,24925.02678445755,26450.953013038237,28421.686527407037,32652.01559470198,35603.248328071044,32279.820847615145,30658.742228291198,31824.62191347769,28456.44381514769,29228.846559842044,29707.76550946701,25982.44161977755,26755.60611493981,28381.342559690624,30602.42128811132,29786.5245689007,27233.942646160765,30799.477593777483,30319.498719661635,33493.22254091113,35326.76830692781,
Estonia,EST,Eropa,High income,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2685.908892873569,2819.1261210092607,3134.3897534540665,3380.92630243199,3682.952301466946,4093.392477387645,4140.936602321673,4070.60902410208,4502.666149923917,5343.183107607348,7205.40703313243,8916.072827460204,10414.638118356492,12641.480097647316,16745.430801114762,18205.9064113446,14712.44942179163,14663.70410187046,17555.545523942612,17568.213796971362,19310.38749007572,20581.789899169544,17722.155766952314,18666.3736521706,20851.522349686096,23618.13612545807,24021.250141330624,23933.993942106536,27951.165927774426,28340.382654940564,30264.006488505736,31428.3547816104,
Ethiopia,ETH,Afrika,,GDP per capita (current US$),NY.GDP.PCAP.CD,75.33960907059607,76.73019664117328,77.79018497825044,79.17263437032835,83.83686482709687,88.85002941102428,93.15494678749852,96.08647474367568,99.47436510006672,102.280177675035,109.43046633728515,112.73667429662407,119.8399971247572,134.9355110219469,147.85572250448467,144.28053763549462,151.95618662170983,170.40414371555983,178.3024805749128,192.3571172739988,203.68539444096484,212.6575179802983,215.25098547162,232.68347442115893,214.22886039600164,243.89738258401917,245.97722876929507,254.12132942155367,253.24826247016668,256.3864753063148,262.108971053707,277.5659103650914,207.40640086384664,168.520401400989,127.68592345903328,136.52361908896285,147.32745885196448,143.3695314988438,126.4650957812439,120.73463149986505,122.26920260606896,118.45720425526066,109.59381361298792,116.80049113277668,133.16981253809556,158.24345808246497,189.34573752141827,237.14625599631884,316.4104751180748,368.5747122674447,330.6194127986438,343.0249423518872,452.1010318857536,484.039833104062,549.9865770825876,597.9121132186633,641.6515232862331,696.3484290762159,739.7020222720861,793.4732472102638,829.790982547947,893.0098354490499,982.1031615069916,1055.8109159252658,1133.8827968171868,
Finland,FIN,Eropa,High income,GDP per capita (current US$),NY.GDP.PCAP.CD,1191.8550887341544,1341.4990062589063,1426.6675637882004,1538.457034027374,1725.6048348982554,1902.038471777085,2031.523313939027,2055.75306771186,1927.2938045291812,2201.124152377416,2465.864555260408,2716.4322354459064,3177.928792975601,4173.5448516964425,5298.080087907538,6256.102451361173,6740.291453146369,7069.735651398578,7629.495724751487,9333.07695567452,11224.938003635289,10925.095716118118,10935.311058848634,10493.962663680604,10830.218522266328,11394.192104424574,14946.992619826096,18565.02644260111,22043.77015962881,23969.05279864402,28366.204276070952,25488.84505256045,22320.112469585685,17588.678171550877,20278.29109854,26246.274321446235,25756.67770736177,24682.29083270996,25999.98616949528,26180.41285623488,24335.922508265896,24965.202996775988,26989.38926095902,32920.08571925683,37768.13342020287,39049.87037802232,41214.01877650688,48473.02400914548,53769.47262403853,47478.34953109991,46506.291901656616,51060.324258976674,47551.67408413692,49691.01452007388,50073.77608158712,42560.34567671027,43451.25624421576,46085.0174739036,49654.24970353289,48358.180777370086,48828.68468627994,53099.13514001479,50440.56022497404,52834.29167527031,53149.76719340505,
Fiji,FJI,Oceania,Upper middle income,GDP per capita (current US$),NY.GDP.PCAP.CD,277.431535497766,280.2733667310456,285.4730730015931,291.38357377755955,305.5322031321269,311.2410729121985,309.57440900959955,325.98654540029986,327.35741651014143,349.8139730136083,413.9372165289203,457.8445998607842,575.2174821370372,761.6840673648276,984.3135239323286,1188.1842424998092,1186.1664845775722,1203.5726796916194,1354.811440503738,1626.6601902392576,1873.3109797243155,1879.3631513925927,1773.1439251705146,1628.0490118145528,1666.8657254106208,1576.7206909140102,1745.2412663363425,1569.4672703938772,1463.0472016594667,1543.2961719258012,1728.9407687119904,1774.992111381176,1951.2559293035065,2070.0473411019466,2297.180058843042,2466.743478159032,2648.327662639996,2573.723386056776,2010.496360731489,2327.957205140908,1995.7207116326392,1944.9974146090017,2136.567941186826,2655.5807958604446,3097.1909665175926,3377.6912695349274,3455.105999073486,3762.7469278929902,3899.9223151212927,3164.132754081691,3449.144528833689,4139.602886097022,4341.403387487495,4572.443775442445,5293.356766804642,5097.531068646955,5363.790266792433,5826.848144593282,6085.419794853761,5842.073445775965,4620.645723801395,4536.733121103354,5414.120921190881,5926.205863947629,6425.741517157122,
France,FRA,Eropa,High income,GDP per capita (current US$),NY.GDP.PCAP.CD,1306.7962991164768,1401.8719043281226,1553.9932320263856,1723.2364829017065,1891.120615210272,2023.5018454488363,2172.59339649824,2328.11785496887,2518.1582559349104,2729.3712478537745,2832.54913756906,3137.0592995805487,3809.099460463945,4906.535553794578,5260.600258827552,6616.767224991731,6792.3099035538025,7458.764241176015,9166.590119613908,11062.573173037305,12565.1639377144,10955.90029961675,10359.892066354889,9862.284493865862,9311.894264521288,9657.01938533723,13430.482459968536,16175.709046756583,17549.64404871614,17547.264542251443,21586.467461748296,21500.777836623347,23615.01685654829,22238.825061843378,23359.898510477426,26791.815198236935,26757.63514941445,24169.40081028216,24869.403079593947,24576.31522545283,22340.593951621708,22331.79483430362,24144.572701952864,29479.522210117502,33644.92822203642,34696.37183169715,36431.565890655525,41486.19078287867,45464.8181385158,41728.08841641321,40694.82116970245,43929.784087381166,40863.581441233335,42669.17951118927,43148.0459288416,36702.432373337935,37024.21571336689,38687.16264071637,41418.17664848442,40408.28485747505,39169.86060007072,43725.0999521245,40988.63964065794,44700.138417754366,46103.08408558839,
Faroe Islands,FRO,Eropa,High income,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,1594.478840667068,1749.161535328274,1780.1570764691912,1735.5342563010297,1849.4385381767656,2219.376867264191,2563.6018617109567,3046.459149780504,4067.929806832722,4906.275143253845,5605.512621122035,6593.621293255902,8387.149238817097,9479.437544903538,10549.340153302168,11446.282968174604,10458.096525258135,10052.91923026645,10893.33171485743,9437.293473608672,10048.94832728762,14933.868523949151,18982.647530766277,20453.53092451197,18181.22837451329,20125.79407100695,19163.55543714208,19300.662197345624,16373.826005027451,16975.929715005495,20669.20524250038,22705.695478742586,21158.41301993173,24729.01990645801,24978.6210817538,23322.75933575153,24879.772961786373,26937.65056028466,31269.603199721714,35647.54404005308,36389.081644098005,41743.681284766055,48348.73937110107,51287.891108166266,47059.19472967382,47923.15153749912,51618.99077663916,50261.961626769255,55758.208368061096,60172.06325416637,52637.1903526574,56875.280381329554,59387.353086481984,62526.49085157429,63068.28726884828,62243.1905561324,69415.18532545795,67058.20226481257,72465.37696602153,74119.66075538789,
"Micronesia, Fed. Sts.",FSM,Oceania,Lower middle income,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,337.4957740741998,359.24464014776703,403.0464690580944,544.2044666020691,701.0779631629379,683.9767455656404,677.9706150704573,668.6014727290716,737.510432416087,803.0321901564207,829.2098130660017,958.3744266486202,973.6886364465636,993.2729452054796,971.323735890612,1136.2763329506058,1216.1576311967572,1230.4415672050948,1284.2827275816967,1365.6151833782817,1459.0436920149075,1617.455281546217,1699.330191019598,1853.062596902845,1856.520742608297,1995.191901941114,1955.9750419756483,1840.2388335472715,1944.0333378690211,1944.8322808969467,2049.345324665497,2103.74859460914,2113.459873324852,2145.8775533751705,2104.4280475008354,2207.168445338752,2244.9722727448634,2293.513416840753,2369.5081174131783,2544.11114550961,2702.6116520477217,2848.70077003105,2992.289160990769,2893.1343741082487,2896.730820027141,2853.076435870277,2979.6011918404765,3279.107790392853,3566.586903711252,3572.6591828222195,3362.028021205236,3508.223141976636,3710.1245161175234,3919.6430791085854,4166.00476748564,
Gabon,GAB,Afrika,Upper middle income,GDP per capita (current US$),NY.GDP.PCAP.CD,276.1361694732275,323.45920265420045,348.41682013312754,290.67581654640924,400.4029565049584,414.5542180950354,443.4015998781416,482.22309050643,514.5739837962167,545.410237141201,543.433161441757,627.4156775766158,693.2948314129794,1140.0416427508958,2384.186288925724,3258.234241535887,4441.09448586623,4048.146742894904,3359.5726812366424,4154.585940150932,5718.467190527173,5026.476467571558,4583.899677854448,4181.571915755775,4272.882168717054,3898.463169354868,3864.674538239812,3624.376758654764,4118.604730327946,4373.884919269482,6050.714689995232,5345.096530305199,5385.688117450781,4105.987013393308,3828.211181144539,4414.875582857198,4942.678700276148,4508.753405411422,3699.9951390650376,3751.3531895062474,3982.906200927996,3835.757182797274,3966.4800186466255,4710.74862768151,5465.791935907084,6547.876139551863,6847.009856853938,8003.542896960487,9688.645196906333,7290.575260931136,8356.746620133452,10219.11393394536,9296.965879410882,9197.701063239469,9201.362766481054,7047.126546343554,6677.070039016437,6921.73373135624,7624.277523377101,7441.178647228097,6605.803460775652,8181.40914134656,8409.207414502802,7802.824332761382,8230.043114511507,
United Kingdom,GBR,Eropa,High income,GDP per capita (current US$),NY.GDP.PCAP.CD,1397.5948032844049,1472.3857140786822,1525.775852710321,1613.4568837339225,1748.288117614103,1873.567774354205,1986.747158696848,2058.7818819805584,1951.758595875321,2100.6678685867173,2347.544317737474,2649.801513872233,3030.4325141197723,3426.276220503779,3665.862797641903,4299.745617992836,4138.167787615347,4681.43993173038,5976.938168999906,7804.762080511547,10032.062080014974,9599.306222219648,9146.077357018516,8691.51881306514,8179.194440649911,8652.21654247593,10611.112210095978,13118.586534629034,15987.168077568824,16239.282196094424,19095.46699846078,19900.726650506866,20487.170785287846,18389.019567509866,19709.238098365306,23252.61571274225,24503.382960290324,26910.13815299016,28396.35235480133,28858.00653331264,28383.87610949964,28013.872963550777,30158.70178078579,34556.77260959051,40504.41181039285,42240.24629875466,44695.16102342396,50629.07991728872,47652.403069188105,39009.37155478211,39778.32205285648,42295.927383532166,42688.3263728372,43606.98378963484,47746.24217595623,45255.34492162086,41257.908554555615,40916.811507035374,43702.997630316495,43158.741126732304,40812.67946638785,47691.37687994039,47057.04322917896,49944.47021242014,53246.36761451085,
Georgia,GEO,Asia,Upper middle income,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543.5820245972798,1843.903432358576,1853.4409083867467,1610.9802714686828,1307.8234271300644,757.2235485053577,550.0155426092244,519.8155788149649,578.3369234608658,689.0346341533118,807.0322857523524,851.515542450841,673.5377828872752,749.9085349939613,801.9838370792896,853.5261718689393,1010.0315163086844,1305.0474855720777,1642.7835941479732,1996.02013272284,2635.3665027611623,3324.753720501501,2822.689396687966,3281.7293093734293,4119.668183071927,4530.695334094308,4712.002293826649,4830.334861702489,4086.6223465965,4143.401256863152,4418.752065466785,4804.054604044404,4741.283271587601,4300.85701291207,5083.606954845773,6729.846599302833,8283.669606522612,9241.49122313713,
Ghana,GHA,Afrika,Lower middle income,GDP per capita (current US$),NY.GDP.PCAP.CD,174.85885653180446,181.8700108330845,188.42101629989304,205.0374223918847,224.96815439335396,260.50559523622,263.3345894115142,211.2192965403649,196.66857183046403,225.7726219635542,248.159869409818,263.4087878822346,223.80286383233,309.50955230039136,289.4258568165083,272.97671518850257,260.99829581310723,292.2897980949895,325.59847667823334,346.6534037776974,372.2520263679609,343.799126739425,319.2069103297907,311.3834381549493,329.9988888631113,329.71460493701375,410.71165838861134,355.1537249192034,355.1218449328811,349.9649419149825,382.5424636835398,418.25412134998646,396.42640764051737,359.80084409752834,320.50390343252013,371.5372430338355,389.2712678988311,377.84193550146057,400.366799508524,403.03732612727305,253.74693620334375,263.5421564948529,297.4616446877405,358.39927142072963,406.1321053295653,478.6119091910279,906.4410275648868,1050.124615249259,1182.6576125601646,1047.704300935863,1263.8925176053897,1507.435731987529,1543.7752423576376,2294.795846937434,1949.908329238455,1722.7728283360616,1912.479913399506,2012.2866264126544,2195.321660163773,2186.6582268261286,2195.454816599868,2445.18662529344,2229.89122647803,2383.904104834181,2390.77237652715,
Gibraltar,GIB,Eropa,High income,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Afrika,Lower middle income,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,752.8225035723877,825.2899770530956,948.4974212970546,1143.300035140776,1242.5292252038994,1311.330513625633,1430.6643528676414,1440.157665151015,1657.963932307056,1789.9955492456686,1930.9918425794856,1875.5396677239623,2272.632987242744,2822.839322846816,3361.5282015454973,4061.698672424434,505.8769442503032,504.5108687994058,574.0011272251821,570.4934179867868,604.304422702532,656.4237311951799,692.6478026628057,670.7417782299591,671.5763850587522,713.0314605586832,726.0254425837992,695.5817422582603,647.3799208327779,610.6148429427624,518.1570669240263,483.0851202147411,495.9160735592694,566.4854058806803,584.8977405380814,463.1776868509797,446.9805541350129,650.1485753047425,703.5328257843689,662.1859146655747,659.2353262113152,636.6949587476483,699.3533772121965,748.4550208247343,765.1469993892789,747.3569667594476,711.9965097823158,833.598621691121,933.273615633705,1031.341464807319,1053.660976964146,1244.9655047791368,1416.5961201176417,1555.4937580686064,1694.9537586219271,
"Gambia, The",GMB,Afrika,Low income,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,94.36621449476576,96.9604868849254,83.10648527589122,88.66220216103099,99.78169197724478,103.3183222887494,106.52460428262472,131.44918206078705,162.61833468655144,189.8083933773437,179.3139632911066,213.8425431620232,257.5810422372912,300.2585280343968,337.69253438951665,295.9820645480825,282.1413070553876,268.6492998168027,214.7943573899284,262.8166167457792,207.6544087149454,236.95480272584592,274.8744659995887,280.92980955391937,300.63989574038123,627.5789193188269,623.4859277835976,635.3611677282,608.2774907808005,621.6813912696456,651.784945724837,600.2240234057539,610.2347114617243,575.4598931512156,538.0540723488539,459.8030683813988,376.5310269625844,308.7191234375875,593.2853463265806,616.4836578653483,614.5443079044642,724.7264072424318,859.1276714112262,774.8880309080911,801.0333727145356,710.6084114681515,692.579361628102,653.8627132727431,568.0045355886399,619.5363642964605,650.0565013236113,642.5226412963307,696.2198069606148,738.1867519874828,720.3351433521331,781.8909251695309,836.2448758684757,883.0241117198087,871.3402917762937,
Guinea-Bissau,GNB,Afrika,Low income,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,350.22159496210685,348.2770096202673,388.6437613745526,391.9165756129003,418.6431140140639,435.2178098748476,420.85293743817766,402.9065878033257,402.7775257009358,375.8453301716247,346.8554415675542,477.4638963756304,502.7322660055679,488.9938923221068,407.4394446849117,416.57613999889816,371.1375759131034,487.5519494369932,453.80747268820846,578.4909858312559,651.3376406509944,672.0738788496598,574.3211064181103,581.6126818139535,560.8834225379733,589.4870230819454,614.729892454585,598.9534701984837,497.7242795637327,478.7331909899093,316.94549503763886,327.1384319723973,362.0345745703541,419.7848661180698,431.3765576696339,463.0739626504516,448.5130754697008,519.0697897947414,640.2103311017534,583.1900201390936,600.1942985407677,719.5395734989372,635.4616533038806,654.304534409417,652.0225010294494,645.0668372070388,679.6653866268176,783.123186602022,808.531613218504,811.2164258851286,846.9158557159709,926.7809210812331,883.1991314578312,988.087886357022,1007.7415172802816,
